user_id,video_id,step,watch_time,watch_percentage,engagement_score,liked,language
1,YjBB89qsupM,0,97,0.2901411159411015,0.4740846695646609,1,English
1,hsLcTO2a0Ec,1,124,0.39938771882419744,0.23963263129451845,0,English
1,54Eae2ewc1c,2,227,0.7213417672504382,0.4328050603502629,0,English
1,AXN0_eEo5-g,3,184,0.6222025266795074,0.6733215160077044,1,English
1,UnEti8vD5Yk,4,91,0.2606916920712542,0.4564150152427525,1,English
1,imv_Cz8V_LQ,5,100,0.5175266755080958,0.3105160053048575,0,English
1,_H1vcldAsP0,6,201,0.7522636420446727,0.7513581852268036,1,English
1,WXlr35jV3cw,7,211,0.816112736735837,0.48966764204150215,0,English
1,zN_DJ3c2N28,8,150,0.6177137094359575,0.3706282256615745,0,English
1,2xtjlcWrCf0,9,157,0.5716788575979206,0.6430073145587523,1,English
1,upEIZAihcwo,10,201,0.6176239410819782,0.37057436464918686,0,English
1,W8vXDp7NuFs,11,183,0.6029626085437987,0.6617775651262792,1,English
1,dq6G2YWoRqA,12,97,0.23751806558892014,0.44251083935335206,1,English
1,OGKchfcd-5w,13,75,0.298389855044107,0.47903391302646414,1,English
1,hzaozYJLnrI,14,119,0.4898568219293752,0.2939140931576251,0,English
1,d380meD0W0M,15,41,0.15044050544824955,0.0,0,English
1,GZkgGhlscc0,16,186,0.5091122130284259,0.6054673278170555,1,English
1,9yjXC3Im4RQ,17,147,0.5994374419661193,0.35966246517967154,0,English
1,xfmipNU4Odc,18,102,0.38277952269805227,0.22966771361883134,0,English
1,pkIr5FaNGhU,19,122,0.48290389120589833,0.589742334723539,1,English
2,qEEtzzi1EII,0,152,0.5698592849077654,0.34191557094465924,0,English
2,g_Z6cil3BBk,1,190,0.5306627825858048,0.31839766955148285,0,English
2,BsfhHKx6ajA,2,100,0.6868605457540363,0.7121163274524218,1,English
2,NN7yRZT83pk,3,166,0.5191534382372287,0.3114920629423372,0,English
2,AXN0_eEo5-g,4,101,0.4002873400073217,0.240172404004393,0,English
2,Quvby2Me5CM,5,163,0.42001696267466837,0.252010177604801,0,English
2,6PUf1Rj4kpc,6,256,0.7980468991578575,0.7788281394947145,1,English
2,xxWXD073Ql0,7,173,0.5431102549910916,0.625866152994655,1,English
2,h_SjAcQeU1A,8,142,0.5940901507673011,0.6564540904603806,1,English
2,ObIQ0s02UHg,9,173,0.5456262087847937,0.6273757252708763,1,English
2,rHwDegptbI4,10,134,0.4795223423216851,0.28771340539301105,0,English
2,8NHA23f7LvU,11,146,0.576411167303946,0.6458467003823676,1,English
2,AwHB1xzk_Pg,12,122,0.5399728557127512,0.6239837134276507,1,English
2,JYnNlHQzYTY,13,188,0.6560538110728977,0.6936322866437385,1,English
2,CZgHbTfALLo,14,152,0.41122460627980195,0.5467347637678812,1,English
2,zxuvr9tN924,15,128,0.5171393654947115,0.3102836192968269,0,English
2,ph2RlcltYdM,16,173,0.5713468118406977,0.3428080871044186,0,English
2,W-m1930mh1s,17,90,0.31696250795571557,0.49017750477342936,1,English
2,kPWgHPyCiZs,18,241,0.7041010041594408,0.4224606024956645,0,English
2,ecCjoMFSIZA,19,188,0.5757834927310984,0.34547009563865905,0,English
3,1cr9mQh_IlA,0,206,0.8370692978185318,0.5022415786911191,0,French
3,II6AnxPRCrs,1,194,0.6555090628816419,0.6933054377289851,1,French
3,8rHbN5F_40I,2,158,0.7370911023217832,0.4422546613930699,0,French
3,a0TDcLkTdiM,3,117,0.5644391355609454,0.6386634813365673,1,French
3,c0YARs-b5rc,4,206,0.8229484455067825,0.49376906730406944,0,French
3,q1IyHz7BR2Y,5,167,0.6355516543719714,0.6813309926231828,1,French
3,IDtOcT48n4o,6,63,0.32615344507594335,0.495692067045566,1,French
3,HvyUEp-oxqI,7,186,0.6640739686968065,0.6984443812180838,1,French
3,ZOHjrEdu7dM,8,130,0.5727460697970355,0.6436476418782213,1,French
3,Ak-tsxFFo5A,9,192,0.6172889493413052,0.3703733696047831,0,French
3,eWEbmu0va6M,10,113,0.5623718400962362,0.33742310405774173,0,French
3,EaWG45btSH0,11,161,0.701546413527892,0.4209278481167352,0,French
3,mehEeHNWuRo,12,160,0.5366012371519485,0.621960742291169,1,French
3,YFTybU6QHFQ,13,140,0.6166877350409032,0.37001264102454196,0,French
3,kNvD0MPsuzk,14,196,0.702773689553674,0.4216642137322044,0,French
3,vahIKCMhodE,15,136,0.5151901647600976,0.6091140988560586,1,French
3,MPCvK-vBVnE,16,180,0.6586835135101619,0.3952101081060971,0,French
3,DqTlixzambI,17,113,0.584209447388133,0.6505256684328797,1,French
3,DNo-Moub4Is,18,223,0.6965121137229827,0.7179072682337896,1,French
3,9QSsa7PyuZ0,19,122,0.6531466502018943,0.6918879901211366,1,French
4,KjJ6jg2Zic8,0,298,0.3574639275424477,0.21447835652546862,0,Telugu
4,NgsoF5QeG4c,1,390,0.33703417118037327,0.5022205027082239,1,Telugu
4,tYsC5FylJNI,2,558,0.6593180412032589,0.6955908247219553,1,Telugu
4,#NAME?,3,72,0.05,0.0,0,Telugu
4,zDfXTcxhq9c,4,516,0.562438083411817,0.6374628500470902,1,Telugu
4,VjDrNseQ_P4,5,157,0.17867782899981122,0.20720669739988667,1,Telugu
4,zOOmEDwPJX0,6,831,1.0,0.8999999999999999,1,Telugu
4,xsbLtHql4g8,7,312,0.32585607256947946,0.19551364354168768,0,Telugu
4,GN4kB3D7aaM,8,740,0.7782790056880281,0.46696740341281684,0,Telugu
4,klabrXbvqU4,9,967,0.7105559561045474,0.7263335736627283,1,Telugu
4,jElRtesCnlA,10,46,0.13184030153596443,0.17910418092157865,1,Telugu
4,xWQAuvE5CbE,11,266,0.25756722913147445,0.45454033747888467,1,Telugu
4,FCv9vvuGMlY,12,109,0.12904121024017445,0.17742472614410465,1,Telugu
4,HMEBI2uWkkY,13,218,0.2306303251642106,0.13837819509852634,0,Telugu
4,4b07d_ihmB0,14,84,0.10447103225082213,0.16268261935049327,1,Telugu
4,xsbLtHql4g8,15,582,0.5077819286947012,0.3046691572168207,0,Telugu
4,DT3MTn9NsUo,16,87,0.07929467666265078,0.14757680599759043,1,Telugu
4,HilwZ2E5PX8,17,322,0.4976292783931346,0.5985775670358807,1,Telugu
4,p7KXTgCvjr4,18,125,0.11562501383576027,0.16937500830145613,1,Telugu
4,iIzRYZyrg8U,19,33,0.05,0.0,0,Telugu
5,vZ_TVJGwgKM,0,1137,0.9611570896483181,0.8766942537889908,1,Japanese
5,XV_QQ7Unqng,1,910,0.7866504717018867,0.771990283021132,1,Japanese
5,amczwE84dhI,2,834,0.7866589306256966,0.771995358375418,1,Japanese
5,Hv18-l6kESg,3,792,0.7780858331187641,0.7668514998712584,1,Japanese
5,D2N3IyPxW6A,4,849,0.8126004614740939,0.7875602768844563,1,Japanese
5,kf0-KOnF10Q,5,964,0.7653233164504483,0.45919398987026894,0,Japanese
5,mFBzxvVUO_o,6,922,0.8457060581062193,0.8074236348637316,1,Japanese
5,Q3naqDKvIGg,7,995,0.8543061661318045,0.8125836996790827,1,Japanese
5,kMSsowUH21E,8,933,0.848849232981284,0.5093095397887704,0,Japanese
5,EEkbqNr7D88,9,990,0.7782219033245912,0.46693314199475466,0,Japanese
5,Z26pqj2JZ3s,10,896,0.7327131386814107,0.7396278832088464,1,Japanese
5,f3l6zAnSQAM,11,990,0.8565317024417319,0.8139190214650391,1,Japanese
5,amczwE84dhI,12,983,0.8294965220605781,0.4976979132363468,0,Japanese
5,xa_avYz0VUQ,13,874,0.6959610654317064,0.7175766392590238,1,Japanese
5,oWxN_S8ANGY,14,929,0.7458870298656705,0.7475322179194023,1,Japanese
5,mACh0_VRDoc,15,953,0.7788372824253255,0.46730236945519527,0,Japanese
5,a02oRGLRaUM,16,898,0.7719403592772592,0.7631642155663555,1,Japanese
5,Wb2TT6X0CKc,17,763,0.7184873232589876,0.4310923939553925,0,Japanese
5,dFW5imMJfn4,18,1002,0.7859870282809792,0.7715922169685875,1,Japanese
5,CK-3vr2KrYk,19,786,0.7694964452536744,0.7616978671522046,1,Japanese
6,0PRee_MAa5w,0,103,0.5884979034412252,0.6530987420647352,1,French
6,vhDPsn340_4,1,107,0.591982097730993,0.6551892586385958,1,French
6,MHd4Nd8Xjtg,2,150,0.7203345802565276,0.43220074815391657,0,French
6,mGTvZ0RLSug,3,151,0.5492204566109629,0.6295322739665776,1,French
6,PfI38R6yyqA,4,141,0.5724892157126348,0.6434935294275809,1,French
6,Vmz9CUCH0Uo,5,130,0.484640296553193,0.2907841779319158,0,French
6,J4WAuLjO3V4,6,166,0.6246233817623624,0.6747740290574175,1,French
6,rmggvynjOfw,7,226,0.7814750499459502,0.76888502996757,1,French
6,FuJgxV9h_Zc,8,191,0.6368143833592078,0.3820886300155247,0,French
6,RGg6oUphTkg,9,167,0.7024948860628106,0.7214969316376864,1,French
6,6-QvE6oq-So,10,201,0.6883317601322152,0.7129990560793291,1,French
6,hIvd2X_YV-M,11,157,0.6037715379956944,0.6622629227974166,1,French
6,ZESvaUpCq_s,12,119,0.4910440193463903,0.5946264116078341,1,French
6,tEvxCacYbFU,13,185,0.6323878121563242,0.37943268729379453,0,French
6,_Ayme6SXRuI,14,105,0.4980776831884579,0.2988466099130747,0,French
6,ARceRTLzDzA,15,168,0.6693595891446186,0.40161575348677114,0,French
6,9LLW3xvNFKk,16,153,0.7193271229208592,0.7315962737525155,1,French
6,hZ73Ry3YthE,17,168,0.5824987279555456,0.34949923677332734,0,French
6,xBwL10BMXeI,18,167,0.6241100202711644,0.6744660121626986,1,French
6,ZmkAXgFsHxk,19,143,0.6135643420248709,0.6681386052149225,1,French
7,BOw5RtQGbYY,0,160,0.19991057695541323,0.0,0,Telugu
7,ZJaR1RPrvkA,1,341,0.46769321205139425,0.28061592723083656,0,Telugu
7,gLT0q47fKYw,2,64,0.05,0.12999999999999995,1,Telugu
7,WJ65IXee3E4,3,307,0.31718073822028026,0.19030844293216814,0,Telugu
7,EU-y4Y7khJU,4,241,0.2336234771901919,0.14017408631411515,0,Telugu
7,EkfWXfbzS8k,5,332,0.2878710221787647,0.47272261330725884,1,Telugu
7,SFjHDaVXL0Q,6,478,0.6226044880388371,0.6735626928233023,1,Telugu
7,0ZcqzNh_qqI,7,369,0.3561317454188107,0.5136790472512864,1,Telugu
7,fGIBFfRkxyU,8,465,0.7645251945422418,0.758715116725345,1,Telugu
7,A3lznY84lHk,9,134,0.13405233291805696,0.18043139975083416,1,Telugu
7,F3R5gCnaKt8,10,32,0.05,0.0,0,Telugu
7,tkPM0nuPFFk,11,506,0.4119571275632427,0.5471742765379456,1,Telugu
7,PuzzJJ785dc,12,44,0.05,0.12999999999999995,1,Telugu
7,Av5nUQXdGzM,13,241,0.22289468449372807,0.13373681069623683,0,Telugu
7,pBmmYgmN2IM,14,50,0.05,0.12999999999999995,1,Telugu
7,QYNymjtl_QE,15,26,0.05,0.0,0,Telugu
7,57OIa0UO0Uw,16,343,0.2874107317327919,0.4724464390396751,1,Telugu
7,bHX-8h6OKi8,17,750,0.7541629914316534,0.752497794858992,1,Telugu
7,XvkVErtEfjM,18,58,0.13859211657072087,0.18315526994243253,1,Telugu
7,klabrXbvqU4,19,57,0.05,0.12999999999999995,1,Telugu
8,zV9uELi-wY8,0,195,0.6616978165435562,0.6970186899261337,1,French
8,YxOIEYFkAZQ,1,166,0.5975192666840232,0.6585115600104139,1,French
8,MKwCrltTISM,2,168,0.7831302746352848,0.7698781647811709,1,French
8,96DNIK53Xyg,3,233,0.8008759273240024,0.4805255563944014,0,French
8,26V-SFnmGG8,4,142,0.6106902898094538,0.6664141738856723,1,French
8,DNo-Moub4Is,5,166,0.7115861002957674,0.42695166017746045,0,French
8,l3NWzcUmKD4,6,117,0.6484566083508382,0.6890739650105029,1,French
8,7FOxuEaWm1k,7,147,0.5963758737533857,0.6578255242520314,1,French
8,279CtJ9DvWo,8,157,0.47787660070118654,0.5867259604207119,1,French
8,L3qQeo4bLMw,9,178,0.8374503182408284,0.8024701909444969,1,French
8,E8U8rZhmGQg,10,81,0.4007218332930632,0.5404330999758379,1,French
8,ZKEb0jIt-Nk,11,86,0.3436185029936614,0.20617110179619685,0,French
8,ZQ7D6ephWg0,12,195,0.6962034883564803,0.7177220930138881,1,French
8,bbWFas1fJVE,13,91,0.6157324642788591,0.6694394785673154,1,French
8,dEyBa888ZmE,14,126,0.5780337603969716,0.34682025623818297,0,French
8,fKHOaywEJRw,15,193,0.6185542897344176,0.6711325738406506,1,French
8,lRHS-n3iR4g,16,128,0.601812262859649,0.6610873577157894,1,French
8,QfCXa2rG6UM,17,143,0.5295545395828097,0.6177327237496858,1,French
8,49c5C9NCrLc,18,93,0.35222439363140223,0.21133463617884132,0,French
8,xqUsZKWMwBI,19,169,0.687489832451233,0.4124938994707398,0,French
9,#NAME?,0,104,0.13005044705464236,0.1780302682327854,1,Telugu
9,hIkn0ecQPxI,1,630,0.5237196475259777,0.3142317885155866,0,Telugu
9,UnDJFsPwg7o,2,528,0.5029201348699608,0.6017520809219765,1,Telugu
9,puBq9Z5TpEw,3,439,0.3467917391560073,0.5080750434936043,1,Telugu
9,2nn-UJIqTNA,4,454,0.5887933386465798,0.3532760031879479,0,Telugu
9,uwlIYWMmwLs,5,173,0.16098831609420855,0.1965929896565251,1,Telugu
9,FpPNdAyqrJs,6,1040,1.0,0.8999999999999999,1,Telugu
9,uLLYbYpV1z4,7,256,0.2617307677912327,0.45703846067473963,1,Telugu
9,Jwa0Qh1muyA,8,32,0.05,0.0,0,Telugu
9,_fJSu5naKX4,9,604,0.6303982594712854,0.6782389556827713,1,Telugu
9,xhCRRthTs7I,10,252,0.23950091412568916,0.1437005484754135,0,Telugu
9,SQTrqeQXsi0,11,257,0.5922355589982256,0.3553413353989353,0,Telugu
9,ul6tkHoVFg0,12,452,0.38461288040638936,0.5307677282438336,1,Telugu
9,a1z34DSeGTg,13,50,0.05,0.12999999999999995,1,Telugu
9,_CpikPu5ojY,14,331,0.4564637590715935,0.573878255442956,1,Telugu
9,uJADNiqa7rM,15,291,0.45656585872730193,0.5739395152363811,1,Telugu
9,BMRhVNC1GOM,16,471,0.4902000490227816,0.5941200294136689,1,Telugu
9,xNfzGWB34b4,17,307,0.3024457821721573,0.4814674693032943,1,Telugu
9,9qMbaOzubCc,18,419,0.36808880005907435,0.5208532800354446,1,Telugu
9,U5kgLCKiqtU,19,664,0.7501048564592605,0.7500629138755563,1,Telugu
10,OV9n85JDEK8,0,268,0.44451701948177846,0.566710211689067,1,German
10,dQNOR9jThDY,1,251,0.5783529939443588,0.6470117963666153,1,German
10,DbCm0tGFjp4,2,166,0.35999001387329765,0.21599400832397858,0,German
10,MUz0bezT0f0,3,191,0.44176296241798246,0.5650577774507894,1,German
10,HWtIkDpoSK8,4,340,0.6872299704904167,0.7123379822942499,1,German
10,itFsX-OWNsA,5,274,0.5913251473012735,0.6547950883807641,1,German
10,bQDn3Ujkufc,6,300,0.8110422624416784,0.7866253574650071,1,German
10,dynKoaAWP8k,7,151,0.29549605084558556,0.4772976305073513,1,German
10,997CnhOlodQ,8,93,0.19823528905244686,0.21894117343146807,1,German
10,beNFKmYDsNU,9,283,0.7232328065153371,0.43393968390920223,0,German
10,WgQtfA2dxxE,10,393,0.9125506585033444,0.8475303951020066,1,German
10,KSj3XHuABmI,11,222,0.4571721502191406,0.5743032901314844,1,German
10,dRSiXsYyo0c,12,244,0.6438048091636465,0.38628288549818784,0,German
10,euswgQwXXTI,13,245,0.4386129814544542,0.5631677888726725,1,German
10,KLxP8VxZjlk,14,213,0.5466430396434462,0.6279858237860677,1,German
10,fsoOTT_F7GM,15,130,0.4800020232501734,0.28800121395010403,0,German
10,uPJl261HzXI,16,100,0.36251384593115993,0.21750830755869596,0,German
10,Q_NFppIQzTk,17,309,0.7030604886838558,0.4218362932103135,0,German
10,2Vz-8BAPxnc,18,82,0.2701618841662047,0.4620971304997228,1,German
10,jA6B5HIF5lE,19,290,0.7230209275968383,0.733812556558103,1,German
11,xDJCriMpLWI,0,313,0.32273375798885284,0.1936402547933117,0,Telugu
11,VesEFgZt-LM,1,248,0.27143163496126826,0.16285898097676096,0,Telugu
11,h5XEfrEYcl0,2,442,0.4201839522055861,0.5521103713233516,1,Telugu
11,ifqJNMRupEU,3,120,0.1499196691386075,0.0,0,Telugu
11,I8epygi1VNg,4,787,0.740927398324764,0.7445564389948583,1,Telugu
11,GL1hj67Er8c,5,647,0.6134124446716145,0.3680474668029687,0,Telugu
11,A3lznY84lHk,6,671,0.5812597410525143,0.6487558446315086,1,Telugu
11,0um0fXcBPNY,7,444,0.5437112283765116,0.6262267370259069,1,Telugu
11,XtxVwJ7e9Lg,8,382,0.41669075222867324,0.550014451337204,1,Telugu
11,9Fg_C0In88g,9,113,0.10930027494107941,0.1655801649646476,1,Telugu
11,kJzGH0PVQHQ,10,399,0.4545928000186369,0.2727556800111821,0,Telugu
11,CfLCQ7UV7JE,11,69,0.06575159756892845,0.13945095854135703,1,Telugu
11,48PQ3SGK34U,12,240,0.20381113421759342,0.12228668053055605,0,Telugu
11,_IHniuVOFBU,13,187,0.32736343444089083,0.1964180606645345,0,Telugu
11,wXVrRZm8mhA,14,393,0.37099475662298237,0.22259685397378942,0,Telugu
11,7qxtaZ7xa_A,15,233,0.36320300514008425,0.5179218030840506,1,Telugu
11,px6R6UFHv0Q,16,462,0.40848389710961397,0.5450903382657684,1,Telugu
11,DZFXaNpbMvI,17,281,0.32369250691147144,0.19421550414688285,0,Telugu
11,Gw_0YTSblOc,18,585,0.7058361384977909,0.42350168309867453,0,Telugu
11,KmTGHO9if3o,19,55,0.06235004990963569,0.1374100299457814,1,Telugu
12,vAoYxP1cdQc,0,354,0.4725806177683317,0.583548370660999,1,Telugu
12,UF6Ott3X-g4,1,53,0.05,0.12999999999999995,1,Telugu
12,yfqXONVbGZQ,2,243,0.2903226830151096,0.4741936098090658,1,Telugu
12,OK297-PAEs0,3,611,0.5428370490175252,0.625702229410515,1,Telugu
12,viUWXtRLNgo,4,824,0.7534671890403486,0.7520803134242091,1,Telugu
12,j5Wc2tk1E_c,5,292,0.29531330519404736,0.4771879831164284,1,Telugu
12,xyWpP99H2i4,6,295,0.34331708672908967,0.5059902520374537,1,Telugu
12,MF9ovM9y0PE,7,97,0.12571189160426413,0.17542713496255846,1,Telugu
12,UeJZhji9Eek,8,78,0.06159739352925159,0.13695843611755093,1,Telugu
12,BwIw80nybkU,9,451,0.606296322824504,0.6637777936947024,1,Telugu
12,so0ccfs-psI,10,429,0.61199122358831,0.667194734152986,1,Telugu
12,UF6Ott3X-g4,11,504,0.5443281939269029,0.6265969163561418,1,Telugu
12,eRvFPKbQi04,12,266,0.362544316244352,0.2175265897466112,0,Telugu
